fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,total_acidity,acid_to_sugar_ratio,bound_sulfur_dioxide,is_red
5.7,0.25,0.27,11.5,0.04,24.0,120.0,0.99411,3.33,0.31,10.8,6,6.220000000000001,0.5408690948964393,96.0,0
6.8,0.27,0.28,7.8,0.038,26.0,89.0,0.9915,3.24,0.34,12.5,6,7.3500000000000005,0.9423064842224562,63.0,0
5.9,0.26,0.24,2.4,0.046,27.0,132.0,0.99234,3.63,0.73,11.3,5,6.4,2.6666555556018516,105.0,0
5.9,0.65,0.23,5.0,0.035,20.0,128.0,0.99016,3.46,0.48,12.8,6,6.780000000000001,1.3559972880054243,108.0,0
6.6,0.23,0.32,1.5,0.041,8.0,72.0,0.98949,3.22,0.39,12.7,6,7.15,4.7666348891007395,64.0,0
6.8,0.18,0.35,5.4,0.054,53.0,143.0,0.99287,3.1,0.54,11.0,7,7.329999999999999,1.3574048936946412,90.0,0
6.8,0.28,0.29,11.9,0.052,51.0,149.0,0.99544,3.02,0.58,10.4,6,7.37,0.6193272106494028,98.0,0
5.9,0.27,0.27,9.0,0.051,43.0,136.0,0.9941,3.25,0.53,10.7,6,6.4399999999999995,0.7155547604947106,93.0,0
6.1,0.25,0.28,10.0,0.055,56.0,131.0,0.994,3.22,0.35,10.9,6,6.63,0.662999337000663,75.0,0
6.8,0.26,0.29,11.9,0.052,54.0,160.0,0.99546,3.03,0.58,10.4,6,7.35,0.6176465397928237,106.0,0
7.1,0.13,0.29,15.5,0.064,56.0,115.5,0.99737,3.16,0.41,9.7,7,7.52,0.4851609773154985,59.5,0
6.2,0.2,0.25,15.0,0.055,8.0,120.0,0.99767,3.19,0.53,9.6,6,6.65,0.44333303777797484,112.0,0
5.8,0.24,0.28,1.4,0.038,40.0,76.0,0.98711,3.1,0.29,13.9,7,6.32,4.514253469618074,36.0,0
7.6,0.48,0.31,9.4,0.046,6.0,194.0,0.99714,3.07,0.61,9.4,5,8.39,0.8925522419657,188.0,0
7.4,0.26,0.32,3.7,0.032,29.0,193.0,0.99134,3.1,0.67,12.5,6,7.98,2.1567509277001955,164.0,0
6.1,0.3,0.47,1.4,0.049,50.0,187.0,0.9927,3.19,0.45,9.5,5,6.869999999999999,4.907107806372811,137.0,0
6.2,0.32,0.5,6.5,0.048,61.0,186.0,0.9948,3.19,0.45,9.6,5,7.0200000000000005,1.0799983384640948,125.0,0
6.3,0.34,0.52,6.3,0.047,63.0,186.0,0.99481,3.18,0.44,9.6,5,7.16,1.1365061325299486,123.0,0
7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,7,7.86,0.5737222089618913,135.0,0
7.2,0.26,0.38,1.5,0.061,12.0,120.0,0.99192,3.18,0.46,10.4,5,7.84,5.226631822454516,108.0,0
7.0,0.31,0.35,1.6,0.063,13.0,119.0,0.99184,3.22,0.5,10.7,5,7.659999999999999,4.787470078312009,106.0,0
6.6,0.22,0.35,1.4,0.05,23.0,83.0,0.99019,3.17,0.48,12.0,7,7.169999999999999,5.121391990057213,60.0,0
5.8,0.23,0.31,3.5,0.044,35.0,158.0,0.98998,3.19,0.37,12.1,7,6.34,1.8114233959331545,123.0,0
6.3,0.17,0.32,1.0,0.04,39.0,118.0,0.98886,3.31,0.4,13.1,8,6.79,6.7899321006789926,79.0,0
6.0,0.19,0.26,1.4,0.039,30.0,104.0,0.98998,3.32,0.41,12.4,6,6.45,4.607109949214649,74.0,0
6.7,0.21,0.34,1.5,0.035,45.0,123.0,0.98949,3.24,0.36,12.6,7,7.25,4.833301111325924,78.0,0
6.6,0.22,0.37,1.6,0.04,31.0,101.0,0.99009,3.15,0.66,12.0,5,7.1899999999999995,4.493721914238035,70.0,0
6.8,0.34,0.27,5.2,0.06,14.0,169.0,0.99252,3.27,0.57,11.6,6,7.41,1.4249972596206546,155.0,0
7.1,0.34,0.6400000000000001,1.4,0.10800000000000001,36.0,99.0,0.99288,2.92,0.5,9.3,5,8.08,5.771387347233234,63.0,0
6.3,0.24,0.22,11.9,0.05,65.0,179.0,0.99659,3.06,0.58,9.3,6,6.76,0.5680667495237399,114.0,0
6.9,0.35,0.39,2.4,0.048,25.0,157.0,0.99133,3.2,0.54,11.1,7,7.64,3.18332006949971,132.0,0
6.8,0.24,0.33,3.2,0.049,68.0,161.0,0.99324,3.1,0.69,10.2,6,7.37,2.303117802756866,93.0,0
6.4,0.25,0.33,1.7,0.037,35.0,113.0,0.99164,3.23,0.66,10.6,6,6.98,4.105858200834113,78.0,0
5.8,0.19,0.33,4.2,0.038,49.0,133.0,0.99107,3.16,0.42,11.3,7,6.32,1.5047583220039953,84.0,0
6.9,0.24,0.4,15.4,0.052,78.5,198.0,0.9986,3.2,0.69,9.4,5,7.540000000000001,0.4896100716817717,119.5,0
6.5,0.31,0.61,13.0,0.053,31.0,123.0,0.99708,3.09,0.5,9.3,6,7.42,0.5707687917163141,92.0,0
6.6,0.25,0.32,5.6,0.039,15.0,68.0,0.99163,2.96,0.52,11.1,6,7.17,1.280354856509185,53.0,0
7.5,0.38,0.56,9.7,0.055,15.0,170.0,0.99605,3.13,0.65,9.9,6,8.44,0.8701021957709323,155.0,0
6.2,0.3,0.3,2.5,0.041,29.0,82.0,0.99065,3.31,0.61,11.8,7,6.8,2.7199891200435196,53.0,0
6.4,0.33,0.28,4.0,0.04,24.0,81.0,0.9903,3.26,0.64,12.6,7,7.010000000000001,1.7524956187609535,57.0,0
7.6,0.27,0.32,1.2,0.043,23.0,72.0,0.99236,3.06,0.68,10.5,5,8.19,6.824943125473954,49.0,0
5.9,0.24,0.34,2.0,0.037,40.0,108.0,0.98948,3.19,0.5,12.3,6,6.48,3.2399838000809997,68.0,0
5.3,0.33,0.3,1.2,0.048,25.0,119.0,0.99045,3.32,0.62,11.3,6,5.93,4.941625486454279,94.0,0
6.4,0.21,0.21,5.1,0.097,21.0,105.0,0.9939,3.07,0.46,9.6,5,6.82,1.3372522798974906,84.0,0
7.0,0.22,0.3,1.4,0.04,14.0,63.0,0.98985,3.2,0.33,12.0,6,7.52,5.371390204355683,49.0,0
7.8,0.27,0.35,1.2,0.05,36.0,140.0,0.99138,3.09,0.45,11.2,5,8.42,7.016608194931709,104.0,0
6.7,0.2,0.24,6.5,0.044,28.0,100.0,0.99348,3.12,0.33,10.2,6,7.140000000000001,1.0984598485233101,72.0,0
8.1,0.27,0.33,1.3,0.045,26.0,100.0,0.99066,2.98,0.44,12.4,6,8.7,6.692256213413742,74.0,0
7.1,0.45,0.24,2.7,0.04,24.0,87.0,0.98862,2.94,0.38,13.4,8,7.79,2.885174499353706,63.0,0
5.8,0.22,0.29,1.3,0.036,25.0,68.0,0.98865,3.24,0.35,12.6,6,6.31,4.8538088168552544,43.0,0
6.3,0.3,0.48,7.4,0.053,34.0,149.0,0.99472,3.18,0.53,9.8,5,7.08,0.9567554638439678,115.0,0
7.9,0.36,0.53,12.9,0.049,63.0,139.0,0.99792,2.94,0.45,9.1,5,8.79,0.68139482062417,76.0,0
8.0,0.24,0.33,1.2,0.044,28.0,101.0,0.99035,3.03,0.43,12.5,6,8.57,7.141607153273723,73.0,0
6.7,0.41,0.27,2.6,0.033,25.0,85.0,0.99086,3.05,0.34,11.7,6,7.380000000000001,2.8384506213437644,60.0,0
6.7,0.24,0.31,2.3,0.044,37.0,113.0,0.99013,3.29,0.46,12.9,6,7.25,3.152160207999096,76.0,0
6.2,0.3,0.32,1.3,0.054,27.0,183.0,0.99266,3.3,0.43,10.1,5,6.82,5.246113491434681,156.0,0
6.9,0.26,0.38,10.5,0.044,33.0,139.0,0.99517,3.06,0.5,10.3,6,7.54,0.7180945541956627,106.0,0
5.9,0.32,0.2,14.4,0.05,29.0,144.0,0.99666,3.24,0.41,10.3,6,6.420000000000001,0.4458330237270669,115.0,0
6.1,0.25,0.3,1.2,0.036,42.0,107.0,0.991,3.34,0.56,10.8,7,6.6499999999999995,5.541620486495946,65.0,0
5.6,0.23,0.29,3.1,0.023,19.0,89.0,0.99068,3.25,0.51,11.2,6,6.12,1.9741871800413546,70.0,0
6.6,0.23,0.32,1.7,0.024,26.0,102.0,0.99084,3.29,0.6,11.8,6,7.15,4.205857612602279,76.0,0
6.0,0.17,0.21,6.0,0.05,26.0,134.0,0.9939,3.08,0.54,9.8,6,6.38,1.0633315611140648,108.0,0
7.1,0.38,0.42,11.8,0.041,32.0,193.0,0.99624,3.04,0.49,10.0,6,7.8999999999999995,0.6694909580585101,161.0,0
6.6,0.31,0.37,6.2,0.052,13.0,164.0,0.99602,3.24,0.39,8.8,4,7.279999999999999,1.1741916545295894,151.0,0
6.5,0.38,0.53,1.4,0.10800000000000001,5.0,69.0,0.9926,3.14,0.52,10.1,4,7.41,5.292819337004736,64.0,0
7.0,0.44,0.24,12.1,0.056,68.0,210.0,0.99718,3.05,0.5,9.5,5,7.680000000000001,0.6347102192477527,142.0,0
6.1,0.38,0.14,3.9,0.06,27.0,113.0,0.99344,3.07,0.34,9.2,4,6.619999999999999,1.6974315450473203,86.0,0
8.0,0.33,0.32,4.6,0.041,31.0,180.0,0.99184,2.92,0.74,12.2,6,8.65,1.8804306947158815,149.0,0
6.0,0.19,0.29,1.2,0.046,29.0,92.0,0.99033,3.22,0.53,11.3,6,6.48,5.399955000374997,63.0,0
6.3,0.28,0.34,8.1,0.038,44.0,129.0,0.99248,3.26,0.29,12.1,6,6.92,0.8543199329383545,85.0,0
5.3,0.43,0.11,1.1,0.029,6.0,51.0,0.99076,3.51,0.48,11.2,4,5.84,5.309042645066862,45.0,0
5.4,0.22,0.35,6.5,0.029,26.0,87.0,0.99092,3.29,0.44,12.5,7,5.97,0.9184601254459609,61.0,0
6.2,0.345,0.27,10.1,0.056,38.0,187.0,0.99486,3.31,0.56,10.6,5,6.8149999999999995,0.6747518071764286,149.0,0
5.6,0.255,0.57,10.7,0.056,66.0,171.0,0.99464,3.25,0.61,10.4,7,6.425,0.6004667285357678,105.0,0
5.2,0.2,0.27,3.2,0.047,16.0,93.0,0.99235,3.44,0.53,10.1,7,5.67,1.7718694629079283,77.0,0
6.2,0.29,0.23,12.4,0.048,33.0,201.0,0.99612,3.11,0.56,9.9,6,6.720000000000001,0.5419350468265752,168.0,0
6.3,0.26,0.25,5.2,0.046,11.0,133.0,0.99202,2.97,0.68,11.0,6,6.81,1.3096128661291035,122.0,0
6.0,0.22,0.23,5.0,0.045,10.0,122.0,0.99261,2.94,0.63,10.0,6,6.45,1.28999742000516,112.0,0
7.5,0.35,0.37,2.5,0.066,29.0,89.0,0.98964,3.14,0.42,12.7,6,8.219999999999999,3.2879868480526073,60.0,0
6.6,0.39,0.28,9.2,0.036,10.0,92.0,0.99206,3.07,0.35,12.1,6,7.27,0.7902165323733344,82.0,0
6.3,0.23,0.33,6.9,0.052,23.0,118.0,0.9938,3.23,0.46,10.4,6,6.86,0.9942014576790469,95.0,0
6.3,0.22,0.3,2.0,0.05,23.0,120.0,0.99204,3.24,0.47,10.4,6,6.819999999999999,3.409982950085249,97.0,0
6.4,0.29,0.18,15.0,0.04,21.0,116.0,0.99736,3.14,0.5,9.2,5,6.87,0.45799969466687024,95.0,0
7.5,0.23,0.3,1.2,0.03,27.0,80.0,0.99192,3.05,0.68,10.5,5,8.030000000000001,6.6916109032424735,53.0,0
5.7,0.28,0.36,1.8,0.041,38.0,90.0,0.99002,3.27,0.855,11.9,7,6.340000000000001,3.5222026544296976,52.0,0
6.5,0.26,0.24,10.8,0.042,47.0,130.0,0.996,3.08,0.4,10.1,6,7.0,0.6481475480115296,83.0,0
6.4,0.27,0.29,3.9,0.034,62.0,140.0,0.99237,3.1,0.59,11.1,6,6.96,1.7846108086902341,78.0,0
5.9,0.22,0.29,4.2,0.037,69.0,144.0,0.99214,3.13,0.74,10.8,7,6.41,1.52618684241228,75.0,0
6.8,0.26,0.26,2.0,0.019,23.5,72.0,0.99041,3.16,0.47,11.8,6,7.319999999999999,3.659981700091499,48.5,0
7.6,0.36,0.48,13.5,0.038,44.0,116.0,0.9982,3.04,0.48,9.2,5,8.44,0.625184722085391,72.0,0
7.6,0.35,0.47,13.3,0.037,42.0,116.0,0.99822,3.04,0.5,9.2,5,8.42,0.63308223076524,74.0,0
5.7,0.18,0.26,2.2,0.023,21.0,95.0,0.9893,3.07,0.54,12.3,6,6.14,2.7908964050163405,74.0,0
6.6,0.36,0.47,1.4,0.10800000000000001,26.0,124.0,0.99274,3.09,0.56,10.1,6,7.43,5.307104949250363,98.0,0
5.9,0.14,0.2,1.6,0.04,26.0,114.0,0.99105,3.25,0.45,11.4,6,6.24,3.8999756251523428,88.0,0
5.5,0.23,0.19,2.2,0.044,39.0,161.0,0.99209,3.19,0.43,10.4,6,5.920000000000001,2.690896859559729,122.0,0
6.7,0.11,0.26,14.8,0.053,44.0,95.0,0.99676,3.2,0.35,9.8,6,7.07,0.4777023799308244,51.0,0
7.0,0.24,0.24,1.8,0.047,29.0,91.0,0.99251,3.3,0.43,9.9,6,7.48,4.15553246926406,62.0,0
5.3,0.47,0.1,1.3,0.036,11.0,74.0,0.99082,3.48,0.54,11.2,4,5.869999999999999,4.515349881923984,63.0,0
7.5,0.29,0.24,9.9,0.058,25.0,115.0,0.99567,3.15,0.46,10.9,5,8.03,0.811110291807786,90.0,0
6.0,0.33,0.26,5.1,0.051,16.0,119.0,0.99416,3.15,0.41,9.2,5,6.59,1.2921543291091588,103.0,0
5.8,0.32,0.23,1.5,0.033,39.0,121.0,0.9887,2.96,0.35,12.0,5,6.3500000000000005,4.233305111299258,82.0,0
5.8,0.3,0.23,1.5,0.034,37.0,121.0,0.98871,2.96,0.34,12.1,6,6.33,4.2199718668542205,84.0,0
4.450000000000001,0.31,0.02,11.1,0.036,20.0,114.0,0.99248,3.66,0.44,12.4,6,4.78,0.4306302426754571,94.0,0
6.2,0.36,0.22,5.25,0.038,44.0,145.0,0.99184,3.22,0.4,11.2,6,6.78,1.2914261115693115,101.0,0
6.0,0.31,0.27,2.3,0.042,19.0,120.0,0.98952,3.32,0.41,12.7,7,6.58,2.860857126708145,101.0,0
6.9,0.52,0.54,7.9,0.036,23.0,169.0,0.99267,3.26,0.47,12.2,6,7.96,1.0075936612738465,146.0,0
7.0,0.55,0.05,8.0,0.036,19.0,164.0,0.99269,3.26,0.46,12.2,6,7.6,0.9499988125014843,145.0,0
5.8,0.2,0.16,1.4,0.042,44.0,99.0,0.98912,3.23,0.37,12.2,6,6.16,4.399968571653059,55.0,0
6.0,0.29,0.27,2.3,0.044,20.0,117.0,0.9895,3.31,0.41,12.7,7,6.5600000000000005,2.852161512341251,97.0,0
5.7,0.22,0.29,3.5,0.04,27.0,146.0,0.98999,3.17,0.36,12.1,6,6.21,1.774280644912443,119.0,0
7.1,0.46,0.23,13.7,0.045,44.0,192.0,0.9981,3.11,0.53,9.4,5,7.79,0.5686127236403478,148.0,0
6.6,0.21,0.3,9.9,0.041,64.0,174.0,0.995,3.07,0.5,10.1,6,7.109999999999999,0.7181810927463709,110.0,0
6.9,0.42,0.2,15.4,0.043,57.0,201.0,0.99848,3.08,0.54,9.4,5,7.5200000000000005,0.48831137122638235,144.0,0
5.7,0.22,0.2,16.0,0.044,41.0,113.0,0.99862,3.22,0.46,8.9,6,6.12,0.3824997609376494,72.0,0
5.2,0.31,0.2,2.4,0.027,27.0,117.0,0.98886,3.56,0.45,13.0,7,5.71,2.379156753513527,90.0,0
7.2,0.22,0.35,5.5,0.054,37.0,183.0,0.99474,3.08,0.5,10.3,5,7.77,1.4127247041369015,146.0,0
5.6,0.18,0.29,2.3,0.04,5.0,47.0,0.99126,3.07,0.45,10.1,4,6.069999999999999,2.639118960352346,42.0,0
6.2,0.24,0.27,16.05,0.04,48.0,129.0,0.99691,3.23,0.38,10.5,6,6.710000000000001,0.41806827534686897,81.0,0
5.7,0.26,0.24,16.05,0.059,23.0,124.0,0.99773,3.3,0.5,10.1,5,6.2,0.38629259421022166,101.0,0
6.0,0.2,0.26,6.8,0.049,22.0,93.0,0.9928,3.15,0.42,11.0,6,6.46,0.949998602943231,71.0,0
7.6,0.28,0.17,1.6,0.046,28.0,117.0,0.99288,3.08,0.43,10.0,5,8.05,5.031218554884032,89.0,0
7.0,0.2,0.33,4.7,0.03,25.0,76.0,0.99202,2.88,0.54,10.5,6,7.53,1.6021242507994664,51.0,0
6.6,0.26,0.27,11.8,0.048,28.0,112.0,0.99606,2.87,0.49,9.7,6,7.129999999999999,0.6042367760705286,84.0,0
7.2,0.21,0.36,15.7,0.045,68.0,183.0,0.99922,3.25,0.76,9.4,5,7.7700000000000005,0.49490414337315713,115.0,0
6.9,0.22,0.32,5.8,0.041,20.0,119.0,0.99296,3.17,0.55,11.2,6,7.44,1.2827564090406742,99.0,0
7.4,0.22,0.28,9.0,0.046,22.0,121.0,0.99468,3.1,0.55,10.8,5,7.9,0.8777768024702196,99.0,0
7.0,0.2,0.35,8.8,0.037,31.0,103.0,0.99388,3.13,0.49,11.0,6,7.55,0.8579535705073061,72.0,0
5.6,0.26,0.0,10.2,0.038,13.0,111.0,0.99315,3.44,0.46,12.4,6,5.859999999999999,0.574509240677215,98.0,0
6.3,0.28,0.3,6.6,0.10800000000000001,60.0,154.0,0.99478,3.1,0.4,9.4,6,6.88,1.0424226629959652,94.0,0
6.4,0.29,0.3,6.5,0.10800000000000001,62.0,156.0,0.99478,3.1,0.4,9.4,5,6.99,1.0753829609492909,94.0,0
7.2,0.34,0.23,8.9,0.105,22.0,155.0,0.99692,3.01,0.58,9.5,5,7.7700000000000005,0.8730327269295204,133.0,0
7.1,0.39,0.39,11.1,0.034,25.0,204.0,0.99616,3.05,0.52,10.0,6,7.879999999999999,0.7099092703520087,179.0,0
6.9,0.26,0.29,4.2,0.043,33.0,114.0,0.9902,3.16,0.31,12.5,6,7.45,1.7738053004635705,81.0,0
6.1,0.24,0.25,1.6,0.044,24.0,115.0,0.9921,3.39,0.59,10.9,6,6.59,4.118724257973387,91.0,0
5.9,0.25,0.24,7.4,0.044,21.0,113.0,0.99462,3.38,0.58,10.5,6,6.390000000000001,0.8635123466049371,92.0,0
6.1,0.24,0.27,11.5,0.05,51.0,133.0,0.99476,3.22,0.37,10.8,6,6.609999999999999,0.5747821088851227,82.0,0
6.5,0.22,0.27,1.6,0.039,36.0,116.0,0.99178,3.38,0.57,11.0,7,6.99,4.368722695483153,80.0,0
6.2,0.26,0.29,2.0,0.036,16.0,87.0,0.99081,3.33,0.61,11.8,6,6.75,3.3749831250843743,71.0,0
6.6,0.34,0.25,4.8,0.038,16.0,121.0,0.99198,3.36,0.71,12.6,6,7.1899999999999995,1.4979135460134458,105.0,0
5.6,0.225,0.24,9.8,0.054,59.0,140.0,0.99545,3.17,0.39,10.2,6,6.0649999999999995,0.6188769195133473,81.0,0
7.1,0.23,0.28,1.9,0.046,33.0,103.0,0.98997,3.12,0.31,12.0,5,7.61,4.005242077673276,70.0,0
6.4,0.27,0.3,1.6,0.04,19.0,86.0,0.99089,3.32,0.65,11.5,6,6.97,4.356222773607664,67.0,0
6.3,0.41,0.22,7.3,0.035,23.0,117.0,0.99172,3.2,0.39,11.94,7,6.93,0.9493137680633315,94.0,0
6.7,0.41,0.24,5.4,0.035,33.0,115.0,0.9901,3.12,0.44,12.8933333333333,7,7.3500000000000005,1.3611085905396472,82.0,0
7.2,0.585,0.2,10.4,0.086,17.0,94.0,0.99681,3.13,0.4,9.4,5,7.985,0.7677877232810353,77.0,0
6.7,0.34,0.26,1.9,0.038,58.0,138.0,0.9893,3.0,0.47,12.2,7,7.3,3.8420850416576755,80.0,0
6.4,0.26,0.35,7.7,0.056,45.0,191.0,0.99527,3.16,0.5,9.5,5,7.01,0.9103884280669765,146.0,0
6.3,0.28,0.22,11.5,0.036,27.0,150.0,0.99445,3.0,0.33,10.6,6,6.8,0.5913038336488403,123.0,0
7.4,0.16,0.33,1.2,0.042,47.0,121.0,0.99198,3.04,0.68,10.5,7,7.890000000000001,6.574945208789927,74.0,0
8.4,0.27,0.3,2.2,0.037,36.0,129.0,0.99085,2.89,0.3,11.4666666666667,6,8.97,4.077254194299116,93.0,0
5.9,0.2,0.28,1.0,0.043,45.0,100.0,0.99033,3.4,0.41,11.4,6,6.380000000000001,6.379936200637994,55.0,0
6.4,0.24,0.26,8.2,0.054,47.0,182.0,0.99538,3.12,0.5,9.5,5,6.9,0.841462388460502,135.0,0
7.4,0.38,0.34,8.3,0.052,44.0,168.0,0.99627,3.11,0.52,9.2,5,8.120000000000001,0.9783120743228021,124.0,0
6.4,0.42,0.19,9.3,0.043,28.0,145.0,0.99433,3.23,0.53,10.98,5,7.010000000000001,0.7537626303627631,117.0,0
6.4,0.23,0.26,8.1,0.054,47.0,181.0,0.9954,3.12,0.49,9.4,5,6.890000000000001,0.8506162338071189,134.0,0
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,8,7.76,0.5582729796597269,110.0,0
6.8,0.24,0.29,2.0,0.044,15.0,96.0,0.99232,3.23,0.64,10.4,8,7.33,3.6649816750916244,81.0,0
7.4,0.27,0.52,15.7,0.054,36.0,139.0,0.99788,3.04,0.62,10.0333333333333,6,8.19,0.521655718690625,103.0,0
5.7,0.28,0.35,1.2,0.052,39.0,141.0,0.99108,3.44,0.69,11.3,6,6.33,5.274956042032983,102.0,0
5.8,0.22,0.25,1.5,0.024,21.0,109.0,0.99234,3.37,0.58,10.4,6,6.27,4.17997213351911,88.0,0
6.7,0.27,0.6400000000000001,1.2,0.10800000000000001,36.0,106.0,0.99288,2.96,0.43,9.2,6,7.610000000000001,6.341613819884835,70.0,0
7.1,0.2,0.35,3.2,0.034,21.0,107.0,0.99195,3.11,0.54,11.1,6,7.6499999999999995,2.3906175293202203,86.0,0
7.1,0.23,0.3,2.6,0.034,62.0,148.0,0.99121,3.03,0.56,11.3,7,7.63,2.934604097676547,86.0,0
7.6,0.31,0.52,13.2,0.042,61.0,148.0,0.99839,2.98,0.47,9.1,6,8.43,0.6386358798213032,87.0,0
7.2,0.34,0.28,10.4,0.108,43.0,187.0,0.99738,2.96,0.57,9.4,5,7.82,0.7519223539208135,144.0,0
7.0,0.36,0.25,5.7,0.015,14.0,73.0,0.98963,2.82,0.59,13.2,6,7.61,1.3350853770431983,59.0,0
6.4,0.31,0.28,2.5,0.039,34.0,137.0,0.98946,3.22,0.38,12.7,6,6.99,2.7959888160447357,103.0,0
7.3,0.28,0.35,1.6,0.054,31.0,148.0,0.99178,3.18,0.47,10.7,5,7.93,4.9562190236311015,117.0,0
7.4,0.16,0.3,1.4,0.064,34.0,166.0,0.99136,3.11,0.42,11.4333333333333,6,7.86,5.61424561253134,132.0,0
6.4,0.31,0.27,7.4,0.049,48.0,169.0,0.99323,3.27,0.45,11.1,6,6.98,0.9432419685919344,121.0,0
6.2,0.29,0.29,5.6,0.046,35.0,178.0,0.99313,3.25,0.51,10.5333333333333,5,6.78,1.2107121237283507,143.0,0
5.9,0.28,0.34,3.6,0.04,50.0,194.0,0.9912,3.31,0.52,11.6,6,6.5200000000000005,1.8111060802608883,144.0,0
6.5,0.23,0.2,7.5,0.05,44.0,179.0,0.99504,3.18,0.48,9.53333333333333,5,6.930000000000001,0.9239987680016428,135.0,0
7.2,0.34,0.2,5.8,0.062,52.0,203.0,0.99461,3.17,0.44,9.8,6,7.74,1.3344804577923144,151.0,0
6.5,0.2,0.33,1.5,0.039,36.0,110.0,0.99008,3.22,0.65,12.0,6,7.03,4.686635422430517,74.0,0
6.2,0.24,0.27,2.9,0.039,30.0,123.0,0.98959,3.12,0.37,12.8,6,6.710000000000001,2.31378512487888,93.0,0
7.1,0.31,0.25,11.2,0.048,32.0,136.0,0.99663,3.14,0.4,9.5,5,7.659999999999999,0.6839279607786064,104.0,0
6.4,0.29,0.21,9.65,0.041,36.0,119.0,0.99334,2.99,0.34,10.9333333333333,6,6.9,0.7150251657770303,83.0,0
6.3,0.19,0.33,10.1,0.063,63.0,133.0,0.99561,2.86,0.41,9.1,5,6.82,0.6752468561912316,70.0,0
5.9,0.29,0.28,3.2,0.035,16.0,117.0,0.98959,3.26,0.42,12.6,6,6.470000000000001,2.02186868166037,101.0,0
6.5,0.3,0.28,11.45,0.041,29.0,109.0,0.99418,2.98,0.3,10.9,6,7.08,0.618340071318715,80.0,0
6.5,0.22,0.19,4.5,0.096,16.0,115.0,0.9937,3.02,0.44,9.6,5,6.91,1.5355521432174597,99.0,0
7.0,0.23,0.28,2.7,0.053,16.0,92.0,0.99372,3.18,0.56,9.3,5,7.510000000000001,2.7814711797363714,76.0,0
7.1,0.23,0.23,3.5,0.038,23.0,112.0,0.99157,3.05,0.37,11.3666666666667,6,7.5600000000000005,2.1599938285890614,89.0,0
6.1,0.26,0.28,1.7,0.043,24.0,98.0,0.98918,3.14,0.44,12.5,6,6.64,3.9058593772977805,74.0,0
6.4,0.35,0.21,2.1,0.051,46.0,171.0,0.9932,3.16,0.5,9.5,5,6.96,3.3142699320479423,125.0,0
6.0,0.32,0.32,4.8,0.041,40.0,186.0,0.99235,3.22,0.54,11.0,6,6.640000000000001,1.3833304513948932,146.0,0
6.1,0.34,0.21,5.0,0.042,17.0,133.0,0.99373,3.02,0.53,9.4,5,6.6499999999999995,1.32999734000532,116.0,0
6.5,0.13,0.27,2.6,0.035,32.0,76.0,0.9914,3.21,0.76,11.3333333333333,6,6.9,2.65383594678482,44.0,0
6.5,0.315,0.2,6.6,0.041,9.0,126.0,0.99494,2.94,0.51,8.8,5,7.015000000000001,1.0628771774588222,117.0,0
5.7,0.31,0.29,7.3,0.05,33.0,143.0,0.99332,3.31,0.5,11.0666666666667,6,6.3,0.8630125164212105,110.0,0
6.4,0.3,0.27,5.0,0.058,27.0,151.0,0.99198,3.22,0.49,12.2,6,6.970000000000001,1.3939972120055761,124.0,0
7.0,0.24,0.26,1.7,0.041,31.0,110.0,0.99142,3.2,0.53,11.0,6,7.5,4.4117387544779145,79.0,0
6.4,0.26,0.21,8.2,0.05,51.0,182.0,0.99542,3.23,0.48,9.5,5,6.87,0.8378038563367607,131.0,0
6.0,0.27,0.31,5.0,0.043,54.0,170.0,0.9924,3.28,0.52,11.0,6,6.579999999999999,1.315997368005264,116.0,0
7.1,0.21,0.33,1.2,0.039,34.0,97.0,0.99112,3.11,0.75,11.2,6,7.64,6.366613611553237,63.0,0
6.7,0.26,0.29,7.1,0.036,28.0,100.0,0.99534,3.08,0.36,9.3,6,7.25,1.021125322358701,72.0,0
6.3,0.28,0.22,9.5,0.04,30.0,111.0,0.99338,3.05,0.31,10.8,4,6.8,0.7157887202223998,81.0,0
6.2,0.25,0.44,15.8,0.057,39.0,167.0,0.99804,3.14,0.51,9.2,5,6.890000000000001,0.436075673369827,128.0,0
7.3,0.22,0.37,15.5,0.048,70.0,203.0,0.99899,3.25,0.77,9.4,5,7.89,0.5090319296568195,133.0,0
6.4,0.18,0.28,16.05,0.047,53.0,139.0,0.99724,3.25,0.35,10.5,6,6.86,0.4274140639164711,86.0,0
6.3,0.2,0.26,12.7,0.046,60.0,143.0,0.99526,3.26,0.35,10.8,6,6.76,0.5322830454464209,83.0,0
6.6,0.24,0.22,12.3,0.051,35.0,146.0,0.99676,3.1,0.67,9.4,5,7.06,0.5739832731843307,111.0,0
7.4,0.27,0.26,11.8,0.053,55.0,173.0,0.99699,3.11,0.6,9.8,5,7.93,0.6720333287853145,118.0,0
7.1,0.38,0.29,13.6,0.041,30.0,137.0,0.99461,3.02,0.855,12.1,6,7.77,0.5713231093212432,107.0,0
6.8,0.43,0.26,5.2,0.043,40.0,176.0,0.99116,3.17,0.41,12.3,6,7.489999999999999,1.440381845419528,136.0,0
